Customer;847;728;0;0;0
ProductDescription;762;400;0;0;0
ProductModelProductDescription;762;272;0;0;0
SalesOrderDetail;542;472;0;0;0
Address;450;736;0;0;0
CustomerAddress;417;272;0;0;0
Product;295;1312;0;0;0
ProductModel;128;216;0;0;0
ProductCategory;41;216;0;0;0
SalesOrderHeader;32;288;0;0;0
Logger;12;72;0;0;0
